Week #,Day of Week,Backup Start Time - Hour of Day,Work-Flow-ID,File Name,Size of Backup (GB),Backup Time (hour),Size of Backup (GB)
4,Thursday,21,work_flow_4,File_28,0.059952578,1,6.98E-02
4,Thursday,21,work_flow_2,File_12,0.1056136108,1,9.35E-02
4,Thursday,21,work_flow_2,File_15,0.1110328907,1,9.46E-02
4,Thursday,21,work_flow_2,File_16,0.1074252902,1,9.65E-02
4,Thursday,21,work_flow_2,File_14,0.0689391673,1,8.34E-02
4,Thursday,21,work_flow_0,File_1,0.1184735931,1,1.22E-01
4,Thursday,21,work_flow_2,File_17,0.1560441116,2,1.44E-01
4,Thursday,21,work_flow_2,File_13,0.1552923753,2,1.46E-01
4,Thursday,21,work_flow_0,File_4,0.1388393182,2,1.39E-01
4,Thursday,21,work_flow_0,File_0,0.1439816985,2,1.39E-01
4,Thursday,21,work_flow_0,File_2,0.1423905878,2,1.39E-01
4,Thursday,21,work_flow_0,File_5,0.1396943294,2,1.39E-01
4,Thursday,21,work_flow_0,File_3,0.1394913694,2,1.39E-01
4,Friday,1,work_flow_1,File_10,0,0,0.00E+00
4,Friday,1,work_flow_1,File_9,0,0,0.00E+00
4,Friday,1,work_flow_1,File_7,0,0,0.00E+00
4,Friday,1,work_flow_1,File_6,0,0,0.00E+00
4,Friday,1,work_flow_1,File_11,0,0,0.00E+00
4,Friday,1,work_flow_1,File_8,0,0,0.00E+00
4,Friday,1,work_flow_3,File_18,0,0,0.00E+00
4,Friday,1,work_flow_2,File_12,0,0,0.00E+00
4,Friday,1,work_flow_2,File_17,0,0,0.00E+00
4,Friday,1,work_flow_3,File_19,0.012518851,1,7.37E-03
4,Friday,1,work_flow_3,File_20,0.0031670889,1,7.53E-03
4,Friday,1,work_flow_3,File_22,0.0064809423,1,6.85E-03
4,Friday,1,work_flow_3,File_21,0.0038812529,1,6.75E-03
4,Friday,1,work_flow_3,File_23,0.0059102447,1,6.07E-03
4,Friday,1,work_flow_2,File_15,0.0355918612,1,3.89E-02
4,Friday,1,work_flow_2,File_16,0.0406881196,1,4.04E-02
4,Friday,1,work_flow_2,File_13,0.0398335076,1,3.93E-02
4,Friday,1,work_flow_4,File_26,0.0828519696,2,7.46E-02
4,Friday,1,work_flow_4,File_27,0.0614100202,2,7.47E-02
4,Friday,1,work_flow_4,File_29,0.0777128832,2,7.46E-02
4,Friday,1,work_flow_4,File_24,0.0772897174,2,7.40E-02
4,Friday,1,work_flow_4,File_25,0.0620511927,2,6.98E-02
4,Friday,1,work_flow_4,File_28,0.0748493624,2,7.46E-02
4,Friday,1,work_flow_2,File_14,0.0429965967,2,6.84E-02
4,Friday,1,work_flow_0,File_1,0.0811621676,2,7.54E-02
4,Friday,1,work_flow_0,File_4,0.0804057867,2,7.48E-02
4,Friday,1,work_flow_0,File_0,0.0549784962,2,7.39E-02
4,Friday,1,work_flow_0,File_2,0.061134771,2,7.41E-02
4,Friday,1,work_flow_0,File_5,0.0808706608,2,7.47E-02
4,Friday,1,work_flow_0,File_3,0.0815921443,2,7.46E-02
4,Friday,5,work_flow_1,File_10,0,0,0.00E+00
4,Friday,5,work_flow_1,File_9,0,0,0.00E+00
4,Friday,5,work_flow_1,File_7,0,0,0.00E+00
4,Friday,5,work_flow_1,File_6,0,0,0.00E+00
4,Friday,5,work_flow_1,File_11,0,0,0.00E+00
4,Friday,5,work_flow_1,File_8,0,0,0.00E+00
4,Friday,5,work_flow_2,File_12,0,0,0.00E+00
4,Friday,5,work_flow_3,File_19,0,0,0.00E+00
4,Friday,5,work_flow_3,File_22,0,0,0.00E+00
4,Friday,5,work_flow_3,File_18,0.0083740176,1,8.87E-03
4,Friday,5,work_flow_2,File_17,0.0380053489,1,3.88E-02
4,Friday,5,work_flow_3,File_20,0.0158536429,1,9.41E-03
4,Friday,5,work_flow_3,File_21,0.0050828364,1,7.12E-03
4,Friday,5,work_flow_3,File_23,0.0083337846,1,8.58E-03
4,Friday,5,work_flow_2,File_15,0.0391776031,1,3.88E-02
4,Friday,5,work_flow_2,File_16,0.0406916016,1,3.95E-02
4,Friday,5,work_flow_2,File_13,0.038620863,1,3.89E-02
4,Friday,5,work_flow_2,File_14,0.0389166948,1,3.90E-02
4,Friday,5,work_flow_4,File_26,0.0787228192,2,7.47E-02
4,Friday,5,work_flow_4,File_27,0.0818697416,2,7.48E-02
4,Friday,5,work_flow_4,File_29,0.0761193083,2,7.46E-02
4,Friday,5,work_flow_4,File_24,0.0847887287,2,7.42E-02
4,Friday,5,work_flow_4,File_25,0.0608566816,2,7.24E-02
4,Friday,5,work_flow_4,File_28,0.0836885921,2,7.47E-02
4,Friday,5,work_flow_0,File_1,0.0798380045,2,7.55E-02
4,Friday,5,work_flow_0,File_4,0.0833159624,2,7.49E-02
4,Friday,5,work_flow_0,File_0,0.0581105511,2,7.40E-02
4,Friday,5,work_flow_0,File_2,0.0791139034,2,7.42E-02
4,Friday,5,work_flow_0,File_5,0.0835544892,2,7.47E-02
4,Friday,5,work_flow_0,File_3,0.0801790281,2,7.47E-02
4,Friday,9,work_flow_1,File_10,0,0,0.00E+00
4,Friday,9,work_flow_1,File_9,0,0,0.00E+00
4,Friday,9,work_flow_1,File_7,0,0,0.00E+00
4,Friday,9,work_flow_1,File_6,0,0,0.00E+00
4,Friday,9,work_flow_1,File_11,0,0,0.00E+00
4,Friday,9,work_flow_1,File_8,0,0,0.00E+00
4,Friday,9,work_flow_2,File_14,0,0,0.00E+00
4,Friday,9,work_flow_2,File_12,0.033426349,1,3.59E-02
4,Friday,9,work_flow_3,File_19,0.0305656814,1,1.91E-02
4,Friday,9,work_flow_3,File_22,0.0082672339,1,1.80E-02
4,Friday,9,work_flow_3,File_18,0.0217734996,1,1.89E-02
4,Friday,9,work_flow_3,File_20,0.0153532349,1,1.89E-02
4,Friday,9,work_flow_3,File_21,0.0308661624,1,1.89E-02
4,Friday,9,work_flow_3,File_23,0.0227754159,1,1.98E-02
4,Friday,9,work_flow_2,File_15,0.0355164038,1,3.68E-02
4,Friday,9,work_flow_2,File_17,0.0415638094,2,5.61E-02
4,Friday,9,work_flow_2,File_13,0.0771979331,2,6.91E-02
4,Friday,9,work_flow_0,File_2,0.0792030789,2,9.26E-02
4,Friday,9,work_flow_0,File_5,0.0990500119,2,9.23E-02
4,Friday,9,work_flow_0,File_3,0.097827704,2,9.14E-02
4,Friday,9,work_flow_2,File_16,0.1187794155,3,1.20E-01
4,Friday,9,work_flow_4,File_26,0.1216350808,3,1.20E-01
4,Friday,9,work_flow_4,File_27,0.1209991878,3,1.20E-01
4,Friday,9,work_flow_4,File_29,0.1216342441,3,1.20E-01
4,Friday,9,work_flow_4,File_24,0.1188584315,3,1.20E-01
4,Friday,9,work_flow_4,File_25,0.1164474726,3,1.20E-01
4,Friday,9,work_flow_4,File_28,0.1207900934,3,1.20E-01
4,Friday,9,work_flow_0,File_1,0.0990210275,3,1.00E-01
4,Friday,9,work_flow_0,File_4,0.1012648846,3,1.00E-01
4,Friday,9,work_flow_0,File_0,0.0995273423,3,1.00E-01
4,Friday,13,work_flow_1,File_9,0,0,0.00E+00
4,Friday,13,work_flow_1,File_7,0,0,0.00E+00
4,Friday,13,work_flow_2,File_13,0,0,0.00E+00
4,Friday,13,work_flow_1,File_10,0.0231627807,1,2.21E-02
4,Friday,13,work_flow_1,File_6,0.0191288908,1,2.21E-02
4,Friday,13,work_flow_1,File_11,0.0195877907,1,2.23E-02
4,Friday,13,work_flow_1,File_8,0.0180952072,1,2.23E-02
4,Friday,13,work_flow_3,File_19,0.0199127728,1,1.94E-02
4,Friday,13,work_flow_3,File_22,0.020043974,1,1.78E-02
4,Friday,13,work_flow_3,File_18,0.0266297944,1,1.88E-02
4,Friday,13,work_flow_3,File_21,0.0181110719,1,1.88E-02
4,Friday,13,work_flow_3,File_23,0.0105309319,1,1.92E-02
4,Friday,13,work_flow_2,File_14,0.043252534,2,5.56E-02
4,Friday,13,work_flow_2,File_12,0.0788318696,2,5.84E-02
4,Friday,13,work_flow_3,File_20,0.042674493,2,4.63E-02
4,Friday,13,work_flow_2,File_15,0.0789003334,2,5.94E-02
4,Friday,13,work_flow_2,File_17,0.0415242248,2,5.62E-02
4,Friday,13,work_flow_2,File_16,0.0797059095,2,6.01E-02
4,Friday,13,work_flow_4,File_27,0.0784098982,2,8.34E-02
4,Friday,13,work_flow_4,File_25,0.0810037111,2,8.43E-02
4,Friday,13,work_flow_0,File_2,0.1573978366,3,1.59E-01
4,Friday,13,work_flow_0,File_5,0.1617533931,3,1.59E-01
4,Friday,13,work_flow_0,File_3,0.1607319435,3,1.59E-01
4,Friday,13,work_flow_4,File_26,0.0969189609,3,9.65E-02
4,Friday,13,work_flow_4,File_29,0.0992914873,3,9.67E-02
4,Friday,13,work_flow_4,File_24,0.0838220179,3,9.67E-02
4,Friday,13,work_flow_4,File_28,0.101083602,3,9.66E-02
4,Friday,13,work_flow_0,File_1,0.1598193067,3,1.59E-01
4,Friday,13,work_flow_0,File_4,0.1592100481,3,1.59E-01
4,Friday,13,work_flow_0,File_0,0.1601679414,3,1.59E-01
4,Friday,17,work_flow_1,File_9,0,0,0.00E+00
4,Friday,17,work_flow_1,File_7,0,0,0.00E+00
4,Friday,17,work_flow_1,File_10,0,0,0.00E+00
4,Friday,17,work_flow_1,File_6,0,0,0.00E+00
4,Friday,17,work_flow_1,File_11,0,0,0.00E+00
4,Friday,17,work_flow_1,File_8,0,0,0.00E+00
4,Friday,17,work_flow_3,File_19,0.0055930087,1,1.69E-02
4,Friday,17,work_flow_3,File_22,0.0333734056,1,1.88E-02
4,Friday,17,work_flow_3,File_18,0.0114721929,1,1.92E-02
4,Friday,17,work_flow_3,File_21,0.0123068838,1,1.86E-02
4,Friday,17,work_flow_3,File_23,0.0179296566,1,1.92E-02
4,Friday,17,work_flow_3,File_20,0.0191114036,1,1.91E-02
4,Friday,17,work_flow_4,File_27,0.0775293378,2,7.52E-02
4,Friday,17,work_flow_4,File_25,0.0600477868,2,7.26E-02
4,Friday,17,work_flow_4,File_26,0.0798727282,2,7.50E-02
4,Friday,17,work_flow_4,File_29,0.0747946137,2,7.50E-02
4,Friday,17,work_flow_4,File_24,0.0778195582,2,7.41E-02
4,Friday,17,work_flow_4,File_28,0.0611136814,2,7.50E-02
4,Friday,17,work_flow_2,File_14,0.138558695,3,1.46E-01
4,Friday,17,work_flow_2,File_12,0.1350032215,3,1.46E-01
4,Friday,17,work_flow_2,File_17,0.134059413,3,1.46E-01
4,Friday,17,work_flow_0,File_2,0.1618938199,3,1.59E-01
4,Friday,17,work_flow_0,File_5,0.1606150032,3,1.59E-01
4,Friday,17,work_flow_0,File_3,0.1593849723,3,1.59E-01
4,Friday,17,work_flow_0,File_1,0.1602543684,3,1.59E-01
4,Friday,17,work_flow_0,File_4,0.1607832784,3,1.59E-01
4,Friday,17,work_flow_0,File_0,0.1615570207,3,1.59E-01
4,Friday,21,work_flow_1,File_9,0,0,0.00E+00
4,Friday,21,work_flow_1,File_7,0,0,0.00E+00
4,Friday,21,work_flow_1,File_10,0,0,0.00E+00
4,Friday,21,work_flow_1,File_6,0,0,0.00E+00
4,Friday,21,work_flow_1,File_11,0,0,0.00E+00
4,Friday,21,work_flow_1,File_8,0,0,0.00E+00
4,Friday,21,work_flow_3,File_21,0,0,0.00E+00
4,Friday,21,work_flow_3,File_20,0,0,0.00E+00
4,Friday,17,work_flow_2,File_13,0.178000237,4,1.78E-01
4,Friday,17,work_flow_2,File_15,0.1798281815,4,1.78E-01
4,Friday,17,work_flow_2,File_16,0.1805505889,4,1.78E-01
4,Friday,21,work_flow_3,File_19,0.0055624767,1,7.08E-03
4,Friday,21,work_flow_3,File_22,0.0043143881,1,6.70E-03
4,Friday,21,work_flow_3,File_18,0.0045189913,1,7.17E-03
4,Friday,21,work_flow_3,File_23,0.0051130806,1,7.16E-03
4,Friday,21,work_flow_4,File_27,0.0813521208,2,7.53E-02
4,Friday,21,work_flow_4,File_25,0.0818707446,2,7.38E-02
4,Friday,21,work_flow_4,File_26,0.0610471083,2,7.52E-02
4,Friday,21,work_flow_4,File_29,0.0771902344,2,7.52E-02
4,Friday,21,work_flow_4,File_24,0.0795704028,2,7.43E-02
4,Friday,21,work_flow_4,File_28,0.0777872109,2,7.52E-02
4,Friday,21,work_flow_2,File_14,0.0722450882,2,7.27E-02
4,Friday,21,work_flow_2,File_12,0.0733228756,2,7.36E-02
4,Friday,21,work_flow_2,File_17,0.0721912926,2,7.60E-02
4,Friday,21,work_flow_0,File_2,0.143524686,3,1.39E-01
4,Friday,21,work_flow_0,File_5,0.1366790815,3,1.39E-01
4,Friday,21,work_flow_0,File_3,0.1425063668,3,1.39E-01
4,Friday,21,work_flow_0,File_1,0.1396881832,3,1.39E-01
4,Friday,21,work_flow_0,File_4,0.1224572258,3,1.39E-01
4,Friday,21,work_flow_0,File_0,0.1415009347,3,1.39E-01
4,Saturday,1,work_flow_1,File_9,0,0,0.00E+00
4,Saturday,1,work_flow_1,File_7,0,0,0.00E+00
4,Saturday,1,work_flow_1,File_10,0,0,0.00E+00
4,Saturday,1,work_flow_1,File_6,0,0,0.00E+00
4,Saturday,1,work_flow_1,File_11,0,0,0.00E+00
4,Saturday,1,work_flow_1,File_8,0,0,0.00E+00
4,Saturday,1,work_flow_3,File_20,0,0,0.00E+00
4,Saturday,1,work_flow_3,File_22,0,0,0.00E+00
4,Saturday,1,work_flow_3,File_18,0,0,0.00E+00
4,Saturday,1,work_flow_3,File_21,0.0039416207,1,5.75E-03
4,Saturday,1,work_flow_2,File_13,0.1106113171,1,7.53E-02
4,Saturday,1,work_flow_2,File_15,0.0691914766,1,8.08E-02
4,Saturday,1,work_flow_3,File_19,0.0105633383,1,6.80E-03
4,Saturday,1,work_flow_3,File_23,0.0039921188,1,6.24E-03
4,Saturday,1,work_flow_4,File_27,0.1082344959,1,1.07E-01
4,Saturday,1,work_flow_4,File_25,0.1103957646,1,1.07E-01
4,Saturday,1,work_flow_4,File_26,0.091317115,1,1.01E-01
4,Saturday,1,work_flow_4,File_29,0.1118563703,1,1.08E-01
4,Saturday,1,work_flow_4,File_24,0.1112523577,1,1.07E-01
4,Saturday,1,work_flow_4,File_28,0.1071905607,1,1.08E-01
4,Saturday,1,work_flow_2,File_14,0.0420384839,1,7.46E-02
4,Saturday,1,work_flow_2,File_12,0.0409044188,1,7.03E-02
4,Saturday,1,work_flow_2,File_17,0.0865418476,1,7.34E-02
4,Saturday,1,work_flow_0,File_2,0.0644811956,1,5.94E-02
4,Saturday,1,work_flow_0,File_5,0.0664288645,1,5.94E-02
4,Saturday,1,work_flow_0,File_3,0.0442560477,1,5.92E-02
4,Saturday,1,work_flow_0,File_1,0.0639992592,1,5.93E-02
4,Saturday,1,work_flow_0,File_4,0.0451143733,1,5.49E-02
4,Saturday,1,work_flow_0,File_0,0.0663517472,1,5.89E-02
4,Saturday,1,work_flow_2,File_16,0.1877892222,2,1.77E-01
4,Saturday,5,work_flow_1,File_9,0,0,0.00E+00
4,Saturday,5,work_flow_1,File_7,0,0,0.00E+00
4,Saturday,5,work_flow_1,File_10,0,0,0.00E+00
4,Saturday,5,work_flow_1,File_6,0,0,0.00E+00
4,Saturday,5,work_flow_1,File_11,0,0,0.00E+00
4,Saturday,5,work_flow_1,File_8,0,0,0.00E+00
4,Saturday,5,work_flow_3,File_20,0,0,0.00E+00
4,Saturday,5,work_flow_3,File_18,0,0,0.00E+00
4,Saturday,5,work_flow_2,File_15,0,0,0.00E+00
4,Saturday,5,work_flow_3,File_19,0,0,0.00E+00
4,Saturday,5,work_flow_3,File_23,0,0,0.00E+00
4,Saturday,5,work_flow_2,File_14,0,0,0.00E+00
4,Saturday,5,work_flow_2,File_12,0,0,0.00E+00
4,Saturday,5,work_flow_2,File_17,0,0,0.00E+00
4,Saturday,5,work_flow_2,File_16,0,0,0.00E+00
4,Saturday,5,work_flow_3,File_22,0.0032101128,1,2.70E-03
4,Saturday,5,work_flow_3,File_21,0.0042354056,1,2.90E-03
4,Saturday,5,work_flow_2,File_13,4.68437839887901E-05,1,2.42E-03
4,Saturday,5,work_flow_4,File_27,0.147050388,1,1.52E-01
4,Saturday,5,work_flow_4,File_25,0.1524118974,1,1.63E-01
4,Saturday,5,work_flow_4,File_26,0.1982518386,1,1.70E-01
4,Saturday,5,work_flow_0,File_2,0.0223312041,1,1.87E-02
4,Saturday,5,work_flow_0,File_5,0.02169178,1,1.88E-02
4,Saturday,5,work_flow_0,File_3,0.0118647906,1,1.73E-02
4,Saturday,5,work_flow_0,File_1,0.0198197286,1,1.88E-02
4,Saturday,5,work_flow_0,File_4,0.0168564388,1,1.87E-02
4,Saturday,5,work_flow_0,File_0,0.0201915202,1,1.92E-02
4,Saturday,5,work_flow_4,File_29,0.2004865758,2,2.00E-01
4,Saturday,5,work_flow_4,File_24,0.2021081545,2,2.00E-01
4,Saturday,5,work_flow_4,File_28,0.2005718277,2,2.00E-01
4,Saturday,9,work_flow_1,File_9,0,0,0.00E+00
4,Saturday,9,work_flow_1,File_7,0,0,0.00E+00
4,Saturday,9,work_flow_1,File_10,0,0,0.00E+00
4,Saturday,9,work_flow_1,File_6,0,0,0.00E+00
4,Saturday,9,work_flow_1,File_11,0,0,0.00E+00
4,Saturday,9,work_flow_1,File_8,0,0,0.00E+00
4,Saturday,9,work_flow_3,File_20,0,0,0.00E+00
4,Saturday,9,work_flow_3,File_18,0,0,0.00E+00
4,Saturday,9,work_flow_2,File_15,0,0,0.00E+00
4,Saturday,9,work_flow_3,File_19,0,0,0.00E+00
4,Saturday,9,work_flow_2,File_14,0,0,0.00E+00
4,Saturday,9,work_flow_2,File_12,0,0,0.00E+00
4,Saturday,9,work_flow_2,File_16,0,0,0.00E+00
4,Saturday,9,work_flow_3,File_21,0,0,0.00E+00
4,Saturday,9,work_flow_2,File_13,0,0,0.00E+00
4,Saturday,9,work_flow_3,File_23,0.004627452,1,2.91E-03
4,Saturday,9,work_flow_2,File_17,0.0021184184,1,2.03E-03
4,Saturday,9,work_flow_3,File_22,0.0061277132,1,2.95E-03
4,Saturday,9,work_flow_0,File_2,0.0356237431,1,3.36E-02
4,Saturday,9,work_flow_0,File_5,0.0335696805,1,3.38E-02
4,Saturday,9,work_flow_0,File_3,0.0289453883,1,3.30E-02
4,Saturday,9,work_flow_0,File_1,0.0333343174,1,3.33E-02
4,Saturday,9,work_flow_0,File_4,0.0317887618,1,3.33E-02
4,Saturday,9,work_flow_0,File_0,0.0351447277,1,3.31E-02
4,Saturday,9,work_flow_4,File_27,0.5007612905,2,5.00E-01
4,Saturday,9,work_flow_4,File_25,0.4999925175,2,5.00E-01
4,Saturday,9,work_flow_4,File_26,0.4499529087,2,4.70E-01
4,Saturday,9,work_flow_4,File_29,0.4990355874,2,4.99E-01
4,Saturday,9,work_flow_4,File_24,0.5012522141,2,5.00E-01
4,Saturday,9,work_flow_4,File_28,0.4993026686,2,5.00E-01
4,Saturday,13,work_flow_1,File_9,0,0,0.00E+00
4,Saturday,13,work_flow_1,File_10,0,0,0.00E+00
4,Saturday,13,work_flow_1,File_6,0,0,0.00E+00
4,Saturday,13,work_flow_1,File_8,0,0,0.00E+00
4,Saturday,13,work_flow_3,File_20,0,0,0.00E+00
4,Saturday,13,work_flow_3,File_18,0,0,0.00E+00
4,Saturday,13,work_flow_3,File_19,0,0,0.00E+00
4,Saturday,13,work_flow_2,File_14,0,0,0.00E+00
4,Saturday,13,work_flow_2,File_12,0,0,0.00E+00
4,Saturday,13,work_flow_2,File_16,0,0,0.00E+00
4,Saturday,13,work_flow_3,File_23,0,0,0.00E+00
4,Saturday,13,work_flow_2,File_17,0,0,0.00E+00
4,Saturday,13,work_flow_1,File_7,0.0178736564,1,2.29E-02
4,Saturday,13,work_flow_1,File_11,0.0373896049,1,2.42E-02
4,Saturday,13,work_flow_2,File_15,0.0017303606,1,2.46E-03
4,Saturday,13,work_flow_3,File_21,0.0032634265,1,3.28E-03
4,Saturday,13,work_flow_2,File_13,0.0022126687,1,2.48E-03
4,Saturday,13,work_flow_3,File_22,0.003726745,1,3.10E-03
4,Saturday,13,work_flow_0,File_2,0.0805779045,1,8.03E-02
4,Saturday,13,work_flow_0,File_5,0.0821848637,1,8.02E-02
4,Saturday,13,work_flow_0,File_3,0.0812746188,1,8.00E-02
4,Saturday,13,work_flow_0,File_1,0.0804121641,1,8.02E-02
4,Saturday,13,work_flow_0,File_4,0.0805859499,1,8.02E-02
4,Saturday,13,work_flow_0,File_0,0.0786181885,1,7.99E-02
4,Saturday,13,work_flow_4,File_27,0.3485928894,2,3.46E-01
4,Saturday,13,work_flow_4,File_25,0.3505563998,2,3.44E-01
4,Saturday,13,work_flow_4,File_26,0.3498744047,2,3.45E-01
4,Saturday,13,work_flow_4,File_29,0.3475853343,2,3.45E-01
4,Saturday,13,work_flow_4,File_24,0.297935229,2,3.17E-01
4,Saturday,13,work_flow_4,File_28,0.3033423066,2,3.31E-01
4,Saturday,17,work_flow_1,File_9,0,0,0.00E+00
4,Saturday,17,work_flow_1,File_10,0,0,0.00E+00
4,Saturday,17,work_flow_1,File_6,0,0,0.00E+00
4,Saturday,17,work_flow_1,File_8,0,0,0.00E+00
4,Saturday,17,work_flow_3,File_20,0,0,0.00E+00
4,Saturday,17,work_flow_3,File_18,0,0,0.00E+00
4,Saturday,17,work_flow_2,File_14,0,0,0.00E+00
4,Saturday,17,work_flow_2,File_12,0,0,0.00E+00
4,Saturday,17,work_flow_1,File_7,0,0,0.00E+00
4,Saturday,17,work_flow_1,File_11,0,0,0.00E+00
4,Saturday,17,work_flow_2,File_15,0,0,0.00E+00
4,Saturday,17,work_flow_3,File_21,0,0,0.00E+00
4,Saturday,17,work_flow_2,File_13,0,0,0.00E+00
4,Saturday,17,work_flow_3,File_19,5.19060597691985E-05,1,2.92E-03
4,Saturday,17,work_flow_2,File_16,0.0050257666,1,3.42E-03
4,Saturday,17,work_flow_3,File_23,0.0021705093,1,2.86E-03
4,Saturday,17,work_flow_2,File_17,0.0077213246,1,3.83E-03
4,Saturday,17,work_flow_3,File_22,0.0007467903,1,2.90E-03
4,Saturday,17,work_flow_0,File_2,0.0794839317,1,8.06E-02
4,Saturday,17,work_flow_0,File_5,0.0776473094,1,7.99E-02
4,Saturday,17,work_flow_0,File_3,0.0807629687,1,7.99E-02
4,Saturday,17,work_flow_0,File_1,0.0798627108,1,8.01E-02
4,Saturday,17,work_flow_0,File_4,0.0817887688,1,8.03E-02
4,Saturday,17,work_flow_0,File_0,0.0815799522,1,8.01E-02
4,Saturday,17,work_flow_4,File_27,0.1000835498,1,1.33E-01
4,Saturday,17,work_flow_4,File_25,0.2026405573,2,2.00E-01
4,Saturday,17,work_flow_4,File_26,0.1969131472,2,1.99E-01
4,Saturday,17,work_flow_4,File_29,0.2012302906,2,2.00E-01
4,Saturday,17,work_flow_4,File_24,0.1967710661,2,1.99E-01
4,Saturday,17,work_flow_4,File_28,0.1985258559,2,1.99E-01
4,Saturday,21,work_flow_1,File_9,0,0,0.00E+00
4,Saturday,21,work_flow_1,File_10,0,0,0.00E+00
4,Saturday,21,work_flow_1,File_6,0,0,0.00E+00
4,Saturday,21,work_flow_1,File_8,0,0,0.00E+00
4,Saturday,21,work_flow_2,File_12,0,0,0.00E+00
4,Saturday,21,work_flow_1,File_7,0,0,0.00E+00
4,Saturday,21,work_flow_1,File_11,0,0,0.00E+00
4,Saturday,21,work_flow_2,File_15,0,0,0.00E+00
4,Saturday,21,work_flow_3,File_21,0,0,0.00E+00
4,Saturday,21,work_flow_3,File_19,0,0,0.00E+00
4,Saturday,21,work_flow_3,File_23,0,0,0.00E+00
4,Saturday,21,work_flow_2,File_17,0,0,0.00E+00
4,Saturday,21,work_flow_3,File_22,0,0,0.00E+00
4,Saturday,21,work_flow_3,File_20,0.002256136,1,2.11E-03
4,Saturday,21,work_flow_3,File_18,0.003036293,1,2.14E-03
4,Saturday,21,work_flow_2,File_14,0.001737995,1,2.56E-03
4,Saturday,21,work_flow_2,File_13,7.52633112051169E-05,1,2.42E-03
4,Saturday,21,work_flow_2,File_16,0.0016427146,1,2.44E-03
4,Saturday,21,work_flow_0,File_2,0.0633076286,1,6.48E-02
4,Saturday,21,work_flow_0,File_5,0.0647010884,1,6.45E-02
4,Saturday,21,work_flow_0,File_3,0.0628935987,1,6.48E-02
4,Saturday,21,work_flow_0,File_1,0.064617155,1,6.50E-02
4,Saturday,21,work_flow_0,File_4,0.068356135,1,6.50E-02
4,Saturday,21,work_flow_0,File_0,0.065575541,1,6.48E-02
4,Saturday,21,work_flow_4,File_27,0.2009888431,2,2.00E-01
4,Saturday,21,work_flow_4,File_25,0.2029323609,2,2.00E-01
4,Saturday,21,work_flow_4,File_26,0.1966448001,2,1.99E-01
4,Saturday,21,work_flow_4,File_29,0.2004996744,2,2.00E-01
4,Saturday,21,work_flow_4,File_24,0.1948012318,2,1.99E-01
4,Saturday,21,work_flow_4,File_28,0.1967719751,2,1.99E-01
4,Sunday,1,work_flow_1,File_9,0,0,0.00E+00
4,Sunday,1,work_flow_1,File_10,0,0,0.00E+00
4,Sunday,1,work_flow_1,File_6,0,0,0.00E+00
4,Sunday,1,work_flow_1,File_8,0,0,0.00E+00
4,Sunday,1,work_flow_1,File_7,0,0,0.00E+00
4,Sunday,1,work_flow_1,File_11,0,0,0.00E+00
4,Sunday,1,work_flow_2,File_15,0,0,0.00E+00
4,Sunday,1,work_flow_3,File_19,0,0,0.00E+00
4,Sunday,1,work_flow_3,File_23,0,0,0.00E+00
4,Sunday,1,work_flow_2,File_17,0,0,0.00E+00
4,Sunday,1,work_flow_3,File_22,0,0,0.00E+00
4,Sunday,1,work_flow_3,File_20,0,0,0.00E+00
4,Sunday,1,work_flow_3,File_18,0,0,0.00E+00
4,Sunday,1,work_flow_2,File_13,0,0,0.00E+00
4,Sunday,1,work_flow_2,File_16,0,0,0.00E+00
4,Sunday,1,work_flow_2,File_12,0.0036233999,1,2.42E-03
4,Sunday,1,work_flow_3,File_21,0.0045678127,1,2.72E-03
4,Sunday,1,work_flow_2,File_14,0.0008313693,1,3.47E-03
4,Sunday,1,work_flow_0,File_2,0.020249852,1,1.81E-02
4,Sunday,1,work_flow_0,File_5,0.018269876,1,1.85E-02
4,Sunday,1,work_flow_0,File_3,0.0212401982,1,1.91E-02
4,Sunday,1,work_flow_0,File_1,0.0182307582,1,1.85E-02
4,Sunday,1,work_flow_0,File_4,0.0133760644,1,1.79E-02
4,Sunday,1,work_flow_0,File_0,0.0176506294,1,1.89E-02
4,Sunday,1,work_flow_4,File_27,0.1988141193,1,1.88E-01
4,Sunday,1,work_flow_4,File_25,0.197956373,1,1.86E-01
4,Sunday,1,work_flow_4,File_29,0.1489301322,1,1.73E-01
4,Sunday,1,work_flow_4,File_24,0.1999031045,1,1.84E-01
4,Sunday,1,work_flow_4,File_28,0.1453322251,1,1.80E-01
4,Sunday,1,work_flow_4,File_26,0.205344326,2,2.03E-01
4,Sunday,5,work_flow_1,File_9,0,0,0.00E+00
4,Sunday,5,work_flow_1,File_10,0,0,0.00E+00
4,Sunday,5,work_flow_1,File_6,0,0,0.00E+00
4,Sunday,5,work_flow_1,File_8,0,0,0.00E+00
4,Sunday,5,work_flow_1,File_7,0,0,0.00E+00
4,Sunday,5,work_flow_1,File_11,0,0,0.00E+00
4,Sunday,5,work_flow_2,File_15,0,0,0.00E+00
4,Sunday,5,work_flow_3,File_19,0,0,0.00E+00
4,Sunday,5,work_flow_3,File_23,0,0,0.00E+00
4,Sunday,5,work_flow_2,File_17,0,0,0.00E+00
4,Sunday,5,work_flow_3,File_22,0,0,0.00E+00
4,Sunday,5,work_flow_3,File_18,0,0,0.00E+00
