Week #,Day of Week,Backup Start Time - Hour of Day,Work-Flow-ID,File Name,Size of Backup (GB),Backup Time (hour)
3,Tuesday,21,work_flow_3,File_19,0,0
3,Tuesday,21,work_flow_3,File_22,0,0
3,Tuesday,21,work_flow_2,File_12,0,0
3,Tuesday,21,work_flow_2,File_17,0.0036595671,1
3,Tuesday,21,work_flow_3,File_18,0.004063258,1
3,Tuesday,21,work_flow_2,File_13,0.0008836743,1
3,Tuesday,21,work_flow_4,File_24,0.079930206,2
3,Tuesday,21,work_flow_4,File_29,0.0808263189,2
3,Tuesday,21,work_flow_4,File_28,0.0777056509,2
3,Tuesday,21,work_flow_4,File_27,0.0813693963,2
3,Tuesday,21,work_flow_4,File_26,0.0780219067,2
3,Tuesday,21,work_flow_4,File_25,0.0813664966,2
3,Tuesday,21,work_flow_0,File_4,0.2991127012,3
3,Tuesday,21,work_flow_0,File_3,0.3003978173,3
3,Tuesday,21,work_flow_0,File_2,0.2983128819,3
3,Tuesday,21,work_flow_0,File_5,0.2974753305,3
3,Tuesday,21,work_flow_0,File_1,0.2973741615,3
3,Tuesday,21,work_flow_0,File_0,0.2990788998,3
3,Wednesday,1,work_flow_1,File_7,0,0
3,Wednesday,1,work_flow_1,File_10,0,0
3,Wednesday,1,work_flow_2,File_16,0,0
3,Wednesday,1,work_flow_2,File_14,0,0
3,Wednesday,1,work_flow_3,File_20,0,0
3,Wednesday,1,work_flow_1,File_9,0,0
3,Wednesday,1,work_flow_1,File_8,0,0
3,Wednesday,1,work_flow_1,File_6,0,0
3,Wednesday,1,work_flow_1,File_11,0,0
3,Wednesday,1,work_flow_3,File_23,0,0
3,Wednesday,1,work_flow_2,File_15,0,0
3,Wednesday,1,work_flow_3,File_22,0,0
3,Wednesday,1,work_flow_2,File_17,0,0
3,Wednesday,1,work_flow_3,File_18,0,0
3,Wednesday,1,work_flow_2,File_13,0,0
3,Wednesday,1,work_flow_3,File_21,0.0045964126,1
3,Wednesday,1,work_flow_3,File_19,0.0036700014,1
3,Wednesday,1,work_flow_2,File_12,0.0003355244,1
3,Wednesday,1,work_flow_4,File_24,0.0797315735,1
3,Wednesday,1,work_flow_4,File_29,0.0768369979,1
3,Wednesday,1,work_flow_4,File_28,0.0783289706,1
3,Wednesday,1,work_flow_4,File_27,0.0597715767,1
3,Wednesday,1,work_flow_4,File_26,0.077520962,1
3,Wednesday,1,work_flow_4,File_25,0.0818848559,1
3,Wednesday,1,work_flow_0,File_4,0.0607926778,1
3,Wednesday,1,work_flow_0,File_3,0.0808133966,1
3,Wednesday,1,work_flow_0,File_2,0.0619486079,1
3,Wednesday,1,work_flow_0,File_5,0.0631115592,1
3,Wednesday,1,work_flow_0,File_1,0.0787210731,1
3,Wednesday,1,work_flow_0,File_0,0.0796108797,1
3,Wednesday,5,work_flow_1,File_7,0,0
3,Wednesday,5,work_flow_1,File_10,0,0
3,Wednesday,5,work_flow_2,File_16,0,0
3,Wednesday,5,work_flow_2,File_14,0,0
3,Wednesday,5,work_flow_1,File_9,0,0
3,Wednesday,5,work_flow_1,File_8,0,0
3,Wednesday,5,work_flow_1,File_6,0,0
3,Wednesday,5,work_flow_1,File_11,0,0
3,Wednesday,5,work_flow_3,File_23,0,0
3,Wednesday,5,work_flow_2,File_15,0,0
3,Wednesday,5,work_flow_2,File_17,0,0
3,Wednesday,5,work_flow_3,File_18,0,0
3,Wednesday,5,work_flow_2,File_13,0,0
3,Wednesday,5,work_flow_3,File_21,0,0
3,Wednesday,5,work_flow_2,File_12,0,0
3,Wednesday,5,work_flow_3,File_20,0.0049165935,1
3,Wednesday,5,work_flow_3,File_22,0.000793259,1
3,Wednesday,5,work_flow_3,File_19,1.99227921771116E-06,1
3,Wednesday,5,work_flow_4,File_24,0.0809190281,1
3,Wednesday,5,work_flow_4,File_29,0.082176522,1
3,Wednesday,5,work_flow_4,File_28,0.060554805,1
3,Wednesday,5,work_flow_4,File_27,0.0584525602,1
3,Wednesday,5,work_flow_4,File_26,0.0385442725,1
3,Wednesday,5,work_flow_4,File_25,0.0598164738,1
3,Wednesday,5,work_flow_0,File_4,0.0638098695,1
3,Wednesday,5,work_flow_0,File_3,0.061564412,1
3,Wednesday,5,work_flow_0,File_2,0.0805537549,1
3,Wednesday,5,work_flow_0,File_5,0.0585994634,1
3,Wednesday,5,work_flow_0,File_1,0.0787582949,1
3,Wednesday,5,work_flow_0,File_0,0.0782389026,1
3,Wednesday,9,work_flow_1,File_7,0,0
3,Wednesday,9,work_flow_1,File_10,0,0
3,Wednesday,9,work_flow_2,File_16,0,0
3,Wednesday,9,work_flow_2,File_14,0,0
3,Wednesday,9,work_flow_1,File_9,0,0
3,Wednesday,9,work_flow_1,File_8,0,0
3,Wednesday,9,work_flow_1,File_6,0,0
3,Wednesday,9,work_flow_1,File_11,0,0
3,Wednesday,9,work_flow_3,File_23,0,0
3,Wednesday,9,work_flow_2,File_15,0,0
3,Wednesday,9,work_flow_2,File_17,0,0
3,Wednesday,9,work_flow_3,File_18,0,0
3,Wednesday,9,work_flow_2,File_13,0,0
3,Wednesday,9,work_flow_2,File_12,0,0
3,Wednesday,9,work_flow_3,File_22,0,0
3,Wednesday,9,work_flow_3,File_21,5.02662262311306E-05,1
3,Wednesday,9,work_flow_3,File_20,0.000894277,1
3,Wednesday,9,work_flow_3,File_19,0.0030862404,1
3,Wednesday,9,work_flow_4,File_24,0.1219518325,1
3,Wednesday,9,work_flow_4,File_29,0.1179423875,1
3,Wednesday,9,work_flow_4,File_28,0.11617895,1
3,Wednesday,9,work_flow_4,File_27,0.1175433293,1
3,Wednesday,9,work_flow_4,File_26,0.1192086104,1
3,Wednesday,9,work_flow_4,File_25,0.1220225052,1
3,Wednesday,9,work_flow_0,File_4,0.102170497,1
3,Wednesday,9,work_flow_0,File_3,0.101508631,1
3,Wednesday,9,work_flow_0,File_2,0.0995674851,1
3,Wednesday,9,work_flow_0,File_5,0.0805116858,1
3,Wednesday,9,work_flow_0,File_1,0.0971484027,1
3,Wednesday,9,work_flow_0,File_0,0.0793365115,1
3,Wednesday,13,work_flow_1,File_7,0,0
3,Wednesday,13,work_flow_1,File_10,0,0
3,Wednesday,13,work_flow_2,File_16,0,0
3,Wednesday,13,work_flow_2,File_14,0,0
3,Wednesday,13,work_flow_1,File_9,0,0
3,Wednesday,13,work_flow_1,File_6,0,0
3,Wednesday,13,work_flow_3,File_23,0,0
3,Wednesday,13,work_flow_2,File_15,0,0
3,Wednesday,13,work_flow_3,File_18,0,0
3,Wednesday,13,work_flow_2,File_12,0,0
3,Wednesday,13,work_flow_3,File_22,0,0
3,Wednesday,13,work_flow_3,File_20,0,0
3,Wednesday,13,work_flow_1,File_8,0.0195175863,1
3,Wednesday,13,work_flow_1,File_11,0.0168804317,1
3,Wednesday,13,work_flow_2,File_17,0.0039710504,1
3,Wednesday,13,work_flow_2,File_13,0.0034654176,1
3,Wednesday,13,work_flow_3,File_21,0.0009392117,1
3,Wednesday,13,work_flow_3,File_19,0.0040232089,1
3,Wednesday,13,work_flow_4,File_24,0.1003779198,1
3,Wednesday,13,work_flow_4,File_29,0.0988707684,1
3,Wednesday,13,work_flow_4,File_28,0.0997412225,1
3,Wednesday,13,work_flow_4,File_27,0.0815224602,1
3,Wednesday,13,work_flow_4,File_26,0.101740321,1
3,Wednesday,13,work_flow_4,File_25,0.0819693402,1
3,Wednesday,13,work_flow_0,File_4,0.1598122469,2
3,Wednesday,13,work_flow_0,File_3,0.1570887366,2
3,Wednesday,13,work_flow_0,File_2,0.1603240384,2
3,Wednesday,13,work_flow_0,File_5,0.1598651623,2
3,Wednesday,13,work_flow_0,File_1,0.1603334833,2
3,Wednesday,13,work_flow_0,File_0,0.1586110075,2
3,Wednesday,17,work_flow_1,File_7,0,0
3,Wednesday,17,work_flow_1,File_10,0,0
3,Wednesday,17,work_flow_2,File_16,0,0
3,Wednesday,17,work_flow_1,File_9,0,0
3,Wednesday,17,work_flow_1,File_6,0,0
3,Wednesday,17,work_flow_3,File_23,0,0
3,Wednesday,17,work_flow_2,File_12,0,0
3,Wednesday,17,work_flow_3,File_22,0,0
3,Wednesday,17,work_flow_3,File_20,0,0
3,Wednesday,17,work_flow_1,File_8,0,0
3,Wednesday,17,work_flow_1,File_11,0,0
3,Wednesday,17,work_flow_2,File_13,0,0
3,Wednesday,17,work_flow_3,File_19,0,0
3,Wednesday,17,work_flow_2,File_14,0.0035057612,1
3,Wednesday,17,work_flow_2,File_15,0.0023440228,1
3,Wednesday,17,work_flow_3,File_18,0.002382478,1
3,Wednesday,17,work_flow_2,File_17,0.0057786437,1
3,Wednesday,17,work_flow_3,File_21,0.0067607407,1
3,Wednesday,17,work_flow_4,File_24,0.0817088607,1
3,Wednesday,17,work_flow_4,File_29,0.0813671962,1
3,Wednesday,17,work_flow_4,File_28,0.0787990815,1
3,Wednesday,17,work_flow_4,File_27,0.0824560451,1
3,Wednesday,17,work_flow_4,File_26,0.0842423701,1
3,Wednesday,17,work_flow_4,File_25,0.0778155007,1
3,Wednesday,17,work_flow_0,File_4,0.1575240666,1
3,Wednesday,17,work_flow_0,File_2,0.1576370593,1
3,Wednesday,17,work_flow_0,File_5,0.1583817072,1
3,Wednesday,17,work_flow_0,File_1,0.1575036655,1
3,Wednesday,17,work_flow_0,File_3,0.1595439835,2
3,Wednesday,17,work_flow_0,File_0,0.1626054412,2
3,Wednesday,21,work_flow_1,File_7,0,0
3,Wednesday,21,work_flow_1,File_10,0,0
3,Wednesday,21,work_flow_1,File_9,0,0
3,Wednesday,21,work_flow_1,File_6,0,0
3,Wednesday,21,work_flow_1,File_8,0,0
3,Wednesday,21,work_flow_1,File_11,0,0
3,Wednesday,21,work_flow_2,File_13,0,0
3,Wednesday,21,work_flow_3,File_19,0,0
3,Wednesday,21,work_flow_2,File_14,0,0
3,Wednesday,21,work_flow_2,File_15,0,0
3,Wednesday,21,work_flow_3,File_18,0,0
3,Wednesday,21,work_flow_2,File_17,0,0
3,Wednesday,21,work_flow_3,File_21,0,0
3,Wednesday,21,work_flow_2,File_16,0.0012103464,1
3,Wednesday,21,work_flow_3,File_23,0.001046165,1
3,Wednesday,21,work_flow_2,File_12,0.0014499242,1
3,Wednesday,21,work_flow_3,File_22,0.0036094822,1
3,Wednesday,21,work_flow_3,File_20,0.0011502823,1
3,Wednesday,21,work_flow_4,File_24,0.0795277962,1
3,Wednesday,21,work_flow_4,File_29,0.0792656898,1
3,Wednesday,21,work_flow_4,File_28,0.080572465,1
3,Wednesday,21,work_flow_4,File_27,0.0584206436,1
3,Wednesday,21,work_flow_4,File_26,0.0635909306,1
3,Wednesday,21,work_flow_4,File_25,0.0814748772,1
3,Wednesday,21,work_flow_0,File_4,0.1380561108,1
3,Wednesday,21,work_flow_0,File_2,0.1404698472,1
3,Wednesday,21,work_flow_0,File_5,0.1194411351,1
3,Wednesday,21,work_flow_0,File_1,0.1376220198,1
3,Wednesday,21,work_flow_0,File_3,0.1432687031,1
3,Wednesday,21,work_flow_0,File_0,0.1430691807,1
3,Thursday,1,work_flow_1,File_7,0,0
3,Thursday,1,work_flow_1,File_10,0,0
3,Thursday,1,work_flow_1,File_9,0,0
3,Thursday,1,work_flow_1,File_6,0,0
3,Thursday,1,work_flow_1,File_8,0,0
3,Thursday,1,work_flow_1,File_11,0,0
3,Thursday,1,work_flow_2,File_17,0,0
3,Thursday,1,work_flow_2,File_16,0,0
3,Thursday,1,work_flow_3,File_23,0,0
3,Thursday,1,work_flow_3,File_20,0,0
3,Thursday,1,work_flow_2,File_13,0.0401868935,1
3,Thursday,1,work_flow_3,File_19,0.0046155446,1
3,Thursday,1,work_flow_2,File_14,0.001017252,1
3,Thursday,1,work_flow_2,File_15,0.0402571925,1
3,Thursday,1,work_flow_3,File_18,0.0046389276,1
3,Thursday,1,work_flow_3,File_21,0.0101465291,1
3,Thursday,1,work_flow_2,File_12,0.0377134953,1
3,Thursday,1,work_flow_3,File_22,0.0027773037,1
3,Thursday,1,work_flow_4,File_24,0.0632141174,1
3,Thursday,1,work_flow_4,File_29,0.0388609373,1
3,Thursday,1,work_flow_4,File_28,0.0594775867,1
3,Thursday,1,work_flow_4,File_27,0.0613488166,1
3,Thursday,1,work_flow_4,File_26,0.0791784775,1
3,Thursday,1,work_flow_4,File_25,0.0835321332,1
3,Thursday,1,work_flow_0,File_4,0.0411843623,1
3,Thursday,1,work_flow_0,File_2,0.0783353618,1
3,Thursday,1,work_flow_0,File_5,0.0791476514,1
3,Thursday,1,work_flow_0,File_1,0.07952522,1
3,Thursday,1,work_flow_0,File_3,0.0801925998,1
3,Thursday,1,work_flow_0,File_0,0.06275923,1
3,Thursday,5,work_flow_1,File_7,0,0
3,Thursday,5,work_flow_1,File_10,0,0
3,Thursday,5,work_flow_1,File_9,0,0
3,Thursday,5,work_flow_1,File_6,0,0
3,Thursday,5,work_flow_1,File_8,0,0
3,Thursday,5,work_flow_1,File_11,0,0
3,Thursday,5,work_flow_3,File_23,0,0
3,Thursday,5,work_flow_2,File_15,0,0
3,Thursday,5,work_flow_3,File_18,0,0
3,Thursday,5,work_flow_3,File_21,0,0
3,Thursday,5,work_flow_2,File_12,0,0
3,Thursday,5,work_flow_2,File_17,0.081005521,1
3,Thursday,5,work_flow_2,File_16,0.0775508155,1
3,Thursday,5,work_flow_3,File_20,0.0066675772,1
3,Thursday,5,work_flow_2,File_13,0.1244434526,1
3,Thursday,5,work_flow_3,File_19,0.0068068285,1
3,Thursday,5,work_flow_2,File_14,0.0391121687,1
3,Thursday,5,work_flow_3,File_22,0.0091269755,1
3,Thursday,5,work_flow_4,File_24,0.0800773826,1
3,Thursday,5,work_flow_4,File_29,0.0743997604,1
3,Thursday,5,work_flow_4,File_28,0.0767670575,1
3,Thursday,5,work_flow_4,File_27,0.0768505889,1
3,Thursday,5,work_flow_4,File_26,0.081677566,1
3,Thursday,5,work_flow_4,File_25,0.0801028553,1
3,Thursday,5,work_flow_0,File_4,0.0788913485,1
3,Thursday,5,work_flow_0,File_2,0.0783983525,1
3,Thursday,5,work_flow_0,File_5,0.0593139546,1
3,Thursday,5,work_flow_0,File_1,0.0799324477,1
3,Thursday,5,work_flow_0,File_3,0.0770707461,1
3,Thursday,5,work_flow_0,File_0,0.0799145308,1
3,Thursday,9,work_flow_1,File_7,0,0
3,Thursday,9,work_flow_1,File_10,0,0
3,Thursday,9,work_flow_1,File_9,0,0
3,Thursday,9,work_flow_1,File_6,0,0
3,Thursday,9,work_flow_1,File_8,0,0
3,Thursday,9,work_flow_1,File_11,0,0
3,Thursday,9,work_flow_3,File_23,0,0
3,Thursday,9,work_flow_2,File_15,0,0
3,Thursday,9,work_flow_3,File_18,0,0
3,Thursday,9,work_flow_3,File_21,0.0292624302,1
3,Thursday,9,work_flow_2,File_12,0.0427584875,1
3,Thursday,9,work_flow_2,File_17,0.0436881245,1
3,Thursday,9,work_flow_2,File_16,0.0406340474,1
3,Thursday,9,work_flow_3,File_20,0.0187695069,1
3,Thursday,9,work_flow_2,File_13,0.086950146,1
3,Thursday,9,work_flow_3,File_19,0.0247631436,1
3,Thursday,9,work_flow_2,File_14,0.0824960942,1
3,Thursday,9,work_flow_3,File_22,0.0207803739,1
3,Thursday,9,work_flow_4,File_24,0.1166538968,1
3,Thursday,9,work_flow_4,File_29,0.1211238851,1
3,Thursday,9,work_flow_4,File_28,0.119243668,1
3,Thursday,9,work_flow_4,File_27,0.1194295837,1
3,Thursday,9,work_flow_4,File_26,0.1200083437,1
3,Thursday,9,work_flow_4,File_25,0.1208853932,1
3,Thursday,9,work_flow_0,File_4,0.0784583076,1
3,Thursday,9,work_flow_0,File_2,0.1017974439,1
3,Thursday,9,work_flow_0,File_5,0.1009936237,1
3,Thursday,9,work_flow_0,File_1,0.0785965788,1
3,Thursday,9,work_flow_0,File_3,0.0774623757,1
3,Thursday,9,work_flow_0,File_0,0.101205859,1
3,Thursday,13,work_flow_1,File_11,0,0
3,Thursday,13,work_flow_2,File_15,0,0
3,Thursday,13,work_flow_2,File_16,0,0
3,Thursday,13,work_flow_1,File_7,0.041016956,1
3,Thursday,13,work_flow_1,File_10,0.0171637854,1
3,Thursday,13,work_flow_1,File_9,0.0225660486,1
3,Thursday,13,work_flow_1,File_6,0.0208715399,1
3,Thursday,13,work_flow_1,File_8,0.0392152635,1
3,Thursday,13,work_flow_3,File_23,0.0219359114,1
3,Thursday,13,work_flow_3,File_18,0.0117326467,1
3,Thursday,13,work_flow_3,File_21,0.0195704419,1
3,Thursday,13,work_flow_2,File_12,0.0741126773,1
3,Thursday,13,work_flow_2,File_17,0.0373346584,1
3,Thursday,13,work_flow_3,File_20,0.0103799705,1
3,Thursday,13,work_flow_2,File_13,0.0788921203,1
3,Thursday,13,work_flow_3,File_19,0.0324531591,1
3,Thursday,13,work_flow_2,File_14,0.0424216207,1
3,Thursday,13,work_flow_3,File_22,0.0206026912,1
3,Thursday,13,work_flow_4,File_24,0.0984029704,1
3,Thursday,13,work_flow_4,File_29,0.08210957,1
3,Thursday,13,work_flow_4,File_28,0.0984785135,1
3,Thursday,13,work_flow_4,File_27,0.101349978,1
3,Thursday,13,work_flow_4,File_26,0.1010418725,1
3,Thursday,13,work_flow_4,File_25,0.1011454274,1
3,Thursday,13,work_flow_0,File_4,0.1601231246,2
3,Thursday,13,work_flow_0,File_2,0.161127899,2
3,Thursday,13,work_flow_0,File_5,0.1612315001,2
3,Thursday,13,work_flow_0,File_1,0.1594250694,2
3,Thursday,13,work_flow_0,File_3,0.1603391011,2
3,Thursday,13,work_flow_0,File_0,0.15751564,2
3,Thursday,17,work_flow_1,File_11,0,0
3,Thursday,17,work_flow_1,File_7,0,0
3,Thursday,17,work_flow_1,File_10,0,0
3,Thursday,17,work_flow_1,File_9,0,0
3,Thursday,17,work_flow_1,File_6,0,0
3,Thursday,17,work_flow_1,File_8,0,0
3,Thursday,17,work_flow_3,File_18,0,0
3,Thursday,17,work_flow_3,File_23,0.0129286827,1
3,Thursday,17,work_flow_3,File_21,0.0385935273,1
3,Thursday,17,work_flow_3,File_20,0.0095123466,1
3,Thursday,17,work_flow_3,File_19,0.0217761616,1
3,Thursday,17,work_flow_3,File_22,0.0312810218,1
3,Thursday,17,work_flow_4,File_24,0.0838410652,1
3,Thursday,17,work_flow_4,File_29,0.0603132334,1
3,Thursday,17,work_flow_4,File_28,0.080597669,1
3,Thursday,17,work_flow_4,File_27,0.0815497709,1
3,Thursday,17,work_flow_4,File_26,0.0614270703,1
3,Thursday,17,work_flow_4,File_25,0.081105932,1
3,Thursday,17,work_flow_2,File_15,0.1826651378,2
3,Thursday,17,work_flow_2,File_16,0.1826774679,2
3,Thursday,17,work_flow_2,File_12,0.1411900972,2
3,Thursday,17,work_flow_2,File_17,0.1419353269,2
3,Thursday,17,work_flow_2,File_13,0.182125322,2
3,Thursday,17,work_flow_2,File_14,0.1344049534,2
3,Thursday,17,work_flow_0,File_4,0.1593110639,2
3,Thursday,17,work_flow_0,File_2,0.1591323321,2
3,Thursday,17,work_flow_0,File_5,0.1597016616,2
3,Thursday,17,work_flow_0,File_1,0.1614930872,2
3,Thursday,17,work_flow_0,File_3,0.1556448672,2
3,Thursday,17,work_flow_0,File_0,0.1599316271,2
3,Thursday,21,work_flow_1,File_11,0,0
3,Thursday,21,work_flow_1,File_7,0,0
3,Thursday,21,work_flow_1,File_10,0,0
3,Thursday,21,work_flow_1,File_9,0,0
3,Thursday,21,work_flow_1,File_6,0,0
3,Thursday,21,work_flow_1,File_8,0,0
3,Thursday,21,work_flow_3,File_23,0,0
3,Thursday,21,work_flow_3,File_18,0.0068093791,1
3,Thursday,21,work_flow_3,File_21,0.0105370399,1
3,Thursday,21,work_flow_3,File_20,0.0072846918,1
3,Thursday,21,work_flow_3,File_19,0.0057306545,1
3,Thursday,21,work_flow_3,File_22,0.0048567772,1
3,Thursday,21,work_flow_4,File_24,0.079234111,1
3,Thursday,21,work_flow_4,File_29,0.0596823232,1
3,Thursday,21,work_flow_4,File_28,0.0793209722,1
3,Thursday,21,work_flow_4,File_27,0.0818055928,1
3,Thursday,21,work_flow_4,File_26,0.0790274633,1
3,Thursday,21,work_flow_4,File_25,0.0602722351,1
3,Thursday,21,work_flow_2,File_15,0.0701977195,1
3,Thursday,21,work_flow_2,File_16,0.0708113385,1
3,Thursday,21,work_flow_2,File_12,0.0736424555,1
3,Thursday,21,work_flow_2,File_17,0.1126809324,1
3,Thursday,21,work_flow_2,File_13,0.0714877219,1
3,Thursday,21,work_flow_2,File_14,0.0706081045,1
3,Thursday,21,work_flow_0,File_5,0.118717273,1
3,Thursday,21,work_flow_0,File_4,0.1433146363,2
3,Thursday,21,work_flow_0,File_2,0.1387187776,2
3,Thursday,21,work_flow_0,File_1,0.1417821438,2
3,Thursday,21,work_flow_0,File_3,0.1391231557,2
3,Thursday,21,work_flow_0,File_0,0.1405340317,2
3,Friday,1,work_flow_1,File_11,0,0
3,Friday,1,work_flow_1,File_7,0,0
3,Friday,1,work_flow_1,File_10,0,0
3,Friday,1,work_flow_1,File_9,0,0
3,Friday,1,work_flow_1,File_6,0,0
3,Friday,1,work_flow_1,File_8,0,0
3,Friday,1,work_flow_3,File_21,0,0
3,Friday,1,work_flow_3,File_22,0,0
3,Friday,1,work_flow_2,File_12,0,0
3,Friday,1,work_flow_3,File_23,0.0032075062,1
3,Friday,1,work_flow_3,File_18,0.0041711348,1
3,Friday,1,work_flow_3,File_20,0.0133760183,1
3,Friday,1,work_flow_3,File_19,0.0135416908,1
3,Friday,1,work_flow_2,File_15,0.040878468,1
3,Friday,1,work_flow_2,File_16,0.0423878323,1
3,Friday,1,work_flow_4,File_24,0.0601910336,2
3,Friday,1,work_flow_4,File_29,0.0778846623,2
3,Friday,1,work_flow_4,File_28,0.0582936959,2
3,Friday,1,work_flow_4,File_27,0.0784433211,2
3,Friday,1,work_flow_4,File_26,0.0766809541,2
3,Friday,1,work_flow_4,File_25,0.0614662324,2
3,Friday,1,work_flow_2,File_17,0.0776020138,2
3,Friday,1,work_flow_2,File_13,0.0430114416,2
3,Friday,1,work_flow_2,File_14,0.0806188236,2
3,Friday,1,work_flow_0,File_5,0.0781742203,2
3,Friday,1,work_flow_0,File_4,0.0832859383,2
3,Friday,1,work_flow_0,File_2,0.0591740809,2
3,Friday,1,work_flow_0,File_1,0.0787869112,2
3,Friday,1,work_flow_0,File_3,0.0606327166,2
3,Friday,1,work_flow_0,File_0,0.0825224827,2
3,Friday,5,work_flow_1,File_11,0,0
3,Friday,5,work_flow_1,File_7,0,0
3,Friday,5,work_flow_1,File_10,0,0
3,Friday,5,work_flow_1,File_9,0,0
3,Friday,5,work_flow_1,File_6,0,0
3,Friday,5,work_flow_1,File_8,0,0
3,Friday,5,work_flow_3,File_21,0,0
3,Friday,5,work_flow_3,File_23,0,0
3,Friday,5,work_flow_3,File_18,0,0
3,Friday,5,work_flow_3,File_22,0.0085599504,1
3,Friday,5,work_flow_3,File_20,0.0097717324,1
3,Friday,5,work_flow_3,File_19,0.0067095774,1
3,Friday,5,work_flow_2,File_15,0.0398224983,1
3,Friday,5,work_flow_2,File_13,0.0363531686,1
3,Friday,5,work_flow_2,File_12,0.0782653899,2
3,Friday,5,work_flow_2,File_16,0.0723469151,2
3,Friday,5,work_flow_4,File_24,0.080436769,2
3,Friday,5,work_flow_4,File_29,0.0797460443,2
3,Friday,5,work_flow_4,File_28,0.083259631,2
3,Friday,5,work_flow_4,File_27,0.0796102222,2
3,Friday,5,work_flow_4,File_26,0.0578820179,2
3,Friday,5,work_flow_4,File_25,0.0797789535,2
3,Friday,5,work_flow_2,File_17,0.0794583682,2
3,Friday,5,work_flow_2,File_14,0.0426595273,2
3,Friday,5,work_flow_0,File_5,0.0772207091,2
3,Friday,5,work_flow_0,File_4,0.0832914004,2
3,Friday,5,work_flow_0,File_2,0.081422123,2
3,Friday,5,work_flow_0,File_1,0.0806430684,2
3,Friday,5,work_flow_0,File_3,0.0791018842,2
3,Friday,5,work_flow_0,File_0,0.0817450109,2
3,Friday,9,work_flow_1,File_11,0,0
3,Friday,9,work_flow_1,File_7,0,0
3,Friday,9,work_flow_1,File_10,0,0
3,Friday,9,work_flow_1,File_9,0,0
3,Friday,9,work_flow_1,File_6,0,0
3,Friday,9,work_flow_1,File_8,0,0
3,Friday,9,work_flow_3,File_21,0,0
3,Friday,9,work_flow_2,File_15,0,0
3,Friday,9,work_flow_2,File_12,0,0
3,Friday,9,work_flow_2,File_14,0,0
3,Friday,9,work_flow_3,File_23,0.0298109486,1
3,Friday,9,work_flow_3,File_18,0.0094915705,1
3,Friday,9,work_flow_3,File_22,0.0133081149,1
3,Friday,9,work_flow_3,File_20,0.0200624103,1
3,Friday,9,work_flow_3,File_19,0.0202679657,1
3,Friday,9,work_flow_2,File_13,0.0391534297,1
3,Friday,9,work_flow_2,File_17,0.0416305837,1
3,Friday,9,work_flow_2,File_16,0.0777707191,2
3,Friday,9,work_flow_4,File_24,0.0788475766,2
3,Friday,9,work_flow_4,File_26,0.1017145583,2
3,Friday,9,work_flow_0,File_5,0.0818749791,2
3,Friday,9,work_flow_0,File_4,0.0962296684,2
3,Friday,9,work_flow_0,File_2,0.0995582498,2
3,Friday,9,work_flow_0,File_1,0.0811757797,2
3,Friday,9,work_flow_0,File_3,0.1014062761,2
3,Friday,9,work_flow_0,File_0,0.0989748247,2
3,Friday,9,work_flow_4,File_29,0.1179712568,3
3,Friday,9,work_flow_4,File_28,0.118040203,3
3,Friday,9,work_flow_4,File_27,0.1205472701,3
3,Friday,9,work_flow_4,File_25,0.1175781387,3
3,Friday,13,work_flow_1,File_7,0,0
3,Friday,13,work_flow_1,File_10,0,0
3,Friday,13,work_flow_1,File_6,0,0
3,Friday,13,work_flow_1,File_8,0,0
3,Friday,13,work_flow_2,File_12,0,0
3,Friday,13,work_flow_2,File_16,0,0
3,Friday,13,work_flow_1,File_9,0.0165295064,1
3,Friday,13,work_flow_3,File_21,0.0200950536,1
3,Friday,13,work_flow_3,File_23,0.0269503866,1
3,Friday,13,work_flow_3,File_18,0.0117060176,1
3,Friday,13,work_flow_3,File_22,0.0070929351,1
3,Friday,13,work_flow_3,File_20,0.0173525647,1
3,Friday,13,work_flow_3,File_19,0.0115700538,1
3,Friday,13,work_flow_1,File_11,0.0644718143,2
3,Friday,13,work_flow_2,File_15,0.0392900027,2
3,Friday,13,work_flow_2,File_14,0.0784855973,2
3,Friday,13,work_flow_2,File_13,0.0414721538,2
3,Friday,13,work_flow_4,File_29,0.0782335214,2
3,Friday,13,work_flow_2,File_17,0.1201324938,3
3,Friday,13,work_flow_4,File_24,0.1012810299,3
3,Friday,13,work_flow_4,File_26,0.0999383397,3
3,Friday,13,work_flow_0,File_5,0.1558745935,3
3,Friday,13,work_flow_0,File_4,0.1593571979,3
3,Friday,13,work_flow_0,File_2,0.1633300086,3
3,Friday,13,work_flow_0,File_1,0.1580551639,3
3,Friday,13,work_flow_0,File_3,0.1551243009,3
3,Friday,13,work_flow_0,File_0,0.1608694721,3
3,Friday,13,work_flow_4,File_28,0.0981873331,3
3,Friday,13,work_flow_4,File_27,0.104719804,3
3,Friday,13,work_flow_4,File_25,0.0991822562,3
3,Friday,17,work_flow_1,File_7,0,0
3,Friday,17,work_flow_1,File_10,0,0
3,Friday,17,work_flow_1,File_6,0,0
3,Friday,17,work_flow_1,File_8,0,0
3,Friday,17,work_flow_1,File_9,0,0
3,Friday,17,work_flow_3,File_21,0,0
3,Friday,17,work_flow_3,File_18,0,0
3,Friday,17,work_flow_1,File_11,0,0
3,Friday,17,work_flow_3,File_23,0.0209589885,1
3,Friday,17,work_flow_3,File_22,0.0206067235,1
3,Friday,17,work_flow_3,File_20,0.0089639299,1
